"Answer Reply","Customer Question","Product","Version"
"a. Default Nebero UI styling.
b. Theme not customizable from user level.","Why is the Dashboard theme blue and grey","Firewall","11"
"a. CPU usage is updated every few seconds.
b. Background processes cause natural variations.
c. High fluctuation is normal unless constantly above 80%.","Why does the CPU Usage graph fluctuate frequently","Firewall","11"
"a. Dashboard summarizes all cores into one graph.
b. Detailed per-core view is not shown in dashboard.","Why is only one CPU graph showing even if my system has multiple cores","Firewall","11"
"a. RAM is being fully utilized but not overloaded.
b. System hasn't started swapping yet.
c. Still considered healthy unless system slows.","What does it mean if Memory is 98% but Swap is 0%","Firewall","11"
"a. Memory graph keeps rising without dropping.
b. Swap memory starts increasing.
c. Services like DNS or Web Server may need a restart.","How do I identify memory leaks from the dashboard","Firewall","11"
"a. Insufficient physical RAM.
b. Too many user sessions.
c. Heavy background processes.","Why is Swap Memory showing constant activity","Firewall","11"
"a. Open I/O Usage graph.
b. Look for long plateaus at peak values.
c. If stuck near 100%, disk bottleneck exists.","How can I check if disk I/O is slowing down the system","Firewall","11"
"a. Web browsing uses RAM and CPU more than disk.
b. Cache reduces disk activity.
c. Only logs and certain services trigger I/O.","Why does I/O Usage remain low even during heavy browsing","Firewall","11"
"a. Shows if recent reboot fixed issues.
b. Helps diagnose stability.
c. Sudden reboots indicate hardware or power issues.","Why is System Uptime important for troubleshooting","Firewall","11"
"a. Low CPU load
b. Stable memory usage
c. No “Off” services","How do I confirm system stability from the Dashboard","Firewall","11"
"a. Ensure toggle is set to On.
b. Run speed test (DNS required).
c. Check logs if issues persist.","How can I check if DNS/DHCP service is responding","Firewall","11"
"a. Service may need a restart.
b. Ports may be blocked.
c. PPTP configuration incomplete.","Why does PPTP show as “Off” even after enabling in settings","Firewall","11"
"a. Go to Service Restart.
b. Click Restart under DNS/DHCP.
c. System updates settings instantly.","How do I restart DNS/DHCP safely","Firewall","11"
"a. Connected devices may temporarily lose DNS resolution.
b. DHCP renewals may be delayed.
c. Restart during low-traffic periods for safety.","What happens if DNS/DHCP restarts during office hours","Firewall","11"
"a. User did not authenticate.
b. Session is not logged due to idle connection.","Why does the login time field show as blank","Firewall","11"
"a. Confirm the WAN cable is connected properly.
b. Open the WAN interface settings and verify mode (Static/DHCP/PPPoE).
c. Refresh the WAN status page to re-check link state.
d. Restart the WAN interface if IP still not appears.","How can I check why my WAN interface is not obtaining an IP address","Firewall","11"
"a. Check if the correct port is selected in WAN configuration.
b. Ensure the cable is not damaged.
c. Confirm the ISP modem is powered on.
d. Try switching duplex mode from Auto to fixed.","Why does my WAN interface show “Link Down” even after connecting cable","Firewall","11"
"a. Go to UTM → WAN Links.
b. Check the “Status” and “Traffic” indicators.
c. Compare Active vs Standby links.
d. Monitor real-time usage graphs.","How do I identify which WAN is currently active in load-balanced setup","Firewall","11"
"a. Verify DHCP server is enabled for that LAN zone.
b. Check assigned IP pool range.
c. Ensure no IP conflicts exist.
d. Restart the LAN interface.","Why is my LAN subnet not getting DHCP IPs","Firewall","11"
"a. Go to UTM → Routing.
b. Click Add Route.
c. Enter destination network and gateway.
d. Save and verify in routing table.","How do I add a static route for a remote network","Firewall","11"
"a. Incorrect gateway IP entered.
b. The gateway not reachable from LAN.
c. Wrong subnet mask used.
d. Another route has higher priority.","Why does my static route not work","Firewall","11"
"a. Check inbound vs outbound routes.
b. Identify mismatched gateways.
c. Compare main routing table.
d. Reconfigure route priority.","How do I diagnose asymmetric routing","Firewall","11"
"a. Inter-LAN routing may be disabled.
b. Firewall policy may be blocking traffic.
c. VLAN misconfiguration may exist.
d. Routing table may not include both networks.","Why does my LAN not communicate with another LAN segment","Firewall","11"
"a. Disable WAN1 manually.
b. Check if WAN2 becomes active.
c. Run a ping test from firewall.
d. Re-enable WAN1 after testing.","How can I test WAN failover from UTM","Firewall","11"
"a. Health-check interval is too high.
b. Ping target unreachable.
c. Failover detection requires a timeout.
d. Increase sensitivity in WAN settings.","Why is WAN failover delayed","Firewall","11"
"a. Go to UTM → Load Balancing.
b. Select Load-Balance mode.
c. Assign weight for each WAN.
d. Save and verify real-time usage.","How do I enable dual WAN load balancing","Firewall","11"
"a. Unequal weights assigned.
b. Session-based rules prefer one WAN.
c. Policy routes override load balancing.
d. Traffic type may not support balancing.","Why is only one WAN link getting all traffic in load-balancing","Firewall","11"
"a. Go to Policy Routing.
b. Create a rule matching source/destination.
c. Select desired WAN gateway.
d. Save and apply.","How do I restrict certain traffic to specific WAN link","Firewall","11"
"a. Policy routing has higher priority.
b. Specific rules force selected WAN.
c. Load balancing applies only when no policy matches.","Why does policy routing override load balancing","Firewall","11"
"a. Log in via LAN access.
b. Open LAN interface configuration.
c. Change IP/subnet carefully.
d. Re-login using new gateway IP.","How do I change the LAN IP of firewall safely","Firewall","11"
"a. Browser cached old IP.
b. PC not getting new DHCP address.
c. Wrong subnet entered.
d. Need to access via new gateway.","Why do I lose GUI access after changing LAN IP","Firewall","11"
"a. Go to UTM → Static DNS.
b. Click Add New Record.
c. Enter domain + IP.
d. Save and update DNS cache.","How do I add a custom DNS entry in UTM","Firewall","11"
"a. Wrong hostname entered.
b. Domain uses HTTPS HSTS.
c. Client using external DNS.
d. Flush client DNS cache.","Why is my DNS override not working","Firewall","11"
"a. Block port 53 outbound.
b. Enable DNS hijack mode.
c. Enforce DNS redirection rule.
d. Confirm LAN DHCP assigns firewall DNS.","How can I force all LAN users to use firewall DNS","Firewall","11"
"a. Client-side caching.
b. Browser DNS cache.
c. TTL not expired.
d. Restarting DNS service helps.","Why do internal DNS records take time to reflect","Firewall","11"
"a. HTTPS domain mismatch.
b. URL entered incorrectly.
c. Page served from cache.
d. Enable SSL inspection.","Why is a blocked site still opening","Firewall","11"
"a. Go to Web Category filter.
b. Select “Social Networking”.
c. Set action to Block.
d. Apply policy to target group.","How do I block social media category","Firewall","11"
"a. Policy not applied to user.
b. Filtering disabled for interface.
c. No recent web activity.
d. Log retention expired.","Why are web filter logs empty","Firewall","11"
"a. Enable Adult category block.
b. Assign guest VLAN policy.
c. Apply SafeSearch enforcement.
d. Restart DNS.","How do I block adult content for guest users","Firewall","11"
"a. Prevents explicit search results.
b. Applies filter across devices.
c. Ensures children protection.
d. Bypasses manual search overrides.","Why is SafeSearch enforcement required","Firewall","11"
"a. Open Web Filter Categories.
b. Select “File Sharing / Storage”.
c. Set to Block.
d. Save and apply.","How can I block file-sharing websites","Firewall","11"
"a. Open URL Filter.
b. Search domain.
c. Delete from blacklist.
d. Refresh client browser.","Why does category filtering not apply to HTTPS sites","Firewall","11"
"a. Go to App Filter.
b. Search WhatsApp signature.
c. Set action to Block.
d. Save and apply.","How do I block WhatsApp Web","Firewall","11"
"a. No app filtering applied.
b. Filtering disabled in policy.
c. User not generating app traffic.
d. Log retention expired.","Why is the App Filter log empty","Firewall","11"
"a. Ensure the user has generated network activity.
b. Verify the user is authenticated.
c. Report filters may be excluding the user.","Why is a user not appearing in the User Report","Firewall","11"
"a. Open Reports → User Report.
b. Filter by username.
c. Select date range to view daily usage.","How do I check daily usage of a specific user","Firewall","11"
"a. Filtering may be disabled for that zone.
b. The site may be accessed via IP instead of domain.
c. Logging for filter is disabled.","Why is a blocked site not appearing in the Filter Report","Firewall","11"
"a. Go to Top 10 Bandwidth User.
b. Click user.
c. Review application breakdown.","How do I identify which applications consumed bandwidth","Firewall","11"
"a. Cloud sync or backups running.
b. VPN apps using data.
c. Malware producing traffic.","Why is bandwidth usage unusually high","Firewall","11"
"a. Identify user from top list.
b. Go to Firewall → Rules.
c. Create deny rule for that user.","How do I block a high bandwidth user temporarily","Firewall","11"
"a. Open Top Browsed Sites.
b. Search for “facebook”, “instagram”, etc.
c. Review usage per user/IP.","How do I track social media usage","Firewall","11"
